Component1,Component2,Cluster
0.8694681910915033,-0.4331128471438612,2
3.220681672305421,-0.6769627900797073,1
1.739353721277122,-0.8206044367657255,2
1.5423987816352596,-0.379672501908504,2
1.2146040630831203,-0.2081374991884561,2
0.8880501245286744,-0.4697230884940375,2
1.213643827362752,-0.576852895130504,2
1.3351845706349548,-0.2278163696888183,2
1.1271369770030988,-0.572452034998324,2
0.8540124713099597,-0.3047683983354454,2
2.045871310623647,-0.646864419694135,2
2.153623238132717,-0.819965642363872,2
1.0338073092318805,-0.5456160092195318,2
0.4666226730704502,-0.2083434090665094,2
1.4073438692014637,-0.2437586998740921,2
1.2847152435810698,-0.5491991154811108,2
0.7850761078735086,-0.2678321038541825,2
0.8269542172009179,-0.4363045022294066,2
-2.974078654731453,-0.1772874894640012,0
-1.723660940402139,-0.1906621669576571,0
-2.165576977033116,0.0547067537885011,0
-1.730629733226769,-0.1784212418639501,0
-1.7973797464128791,-0.1241755812399239,0
-1.9636381754009125,-0.0296470108331784,0
-1.8837502604370708,-0.08763570885354,0
-1.00443174465787,-0.2510942797536635,0
-0.053061011884823,-0.8158429538084183,2
-1.8865796738001317,-0.0897107729301729,0
-1.38864611645189,-0.3322080108853183,0
1.7276625935829018,-1.4159189410322788,2
-1.9746091586328436,-0.0412999314480227,0
-2.1038003727234726,0.0243189344182509,0
-2.0868648079652283,0.0227373755761705,0
-0.8474812320412007,-0.4721866002725043,0
-1.4135746326862662,-0.2818268442112189,0
-0.944865099447915,-0.2624726515514778,0
-0.0921609269593491,-0.7248224834418271,2
-1.297015273835399,-0.5383482954737139,0
1.2001604655480544,-0.7967435305798138,2
4.860716386262543,2.393418039869709,1
2.7384326900816647,-0.1672906142555921,1
-1.0168023128409431,0.2941683580372203,0
1.1727187679333568,0.4614663566268215,2
0.7176897539702279,0.921528473890592,2
1.5770550934855807,0.9421284486690776,2
0.6066140167003872,0.8909790706051799,2
2.333871206266588,1.5197868569534283,1
-2.476178214603129,-0.179263779471328,0
0.0093927757968588,-0.4326209589835457,2
-0.4297004766377013,-0.6488895586497309,2
-1.3668908400835402,-0.207116282584485,0
-2.403625876094105,0.2671576236193016,0
-2.403625876094105,0.2671576236193016,0
-2.399101726186943,0.2644769574494006,0
-0.1424661669778498,-0.7576277222226069,2
-0.5924889553577661,-0.5358928217804346,2
-0.7668247777831505,-0.4094562530951637,0
-0.0575164084638021,-0.8132873649810076,2
-0.4538639901949073,-0.6149865532619041,2
-2.8677872813743392,-0.0292679508839692,0
-0.4036158693379034,0.1021246027832412,2
0.0936250376927374,-0.402257710233663,2
-0.8650674421270965,-0.0048969532173497,0
-1.1030577959988188,0.0723875355939452,0
-1.1995045883506552,0.129261185052861,0
-1.5469408778595088,0.2434908879354214,0
-1.7575364152119364,0.3392516497916074,0
-1.8487944003813157,0.3667017491604706,0
-0.9773915485576842,0.2799392096603946,0
-1.0855142806557745,0.0701245834542661,0
-1.5294563995980783,0.2624581059577386,0
-2.5885056012617915,0.1298601057871325,0
2.420256384099399,-0.2045335537138865,1
-0.3841504163986078,-0.5334766619534062,2
1.4063561115383632,-0.2823463406204728,2
2.6582457728438627,-0.3231565429240903,1
1.7983200924806926,0.1561827700326599,2
2.711900309252737,0.1758661658397414,1
3.920615815194391,0.6221631309062358,1
2.0602926415630245,-0.5967596377395351,2
2.9909687073589977,-0.6418304301929613,1
1.071810851386371,-0.4004505483319446,2
1.4749427067666012,-0.2743721084781602,2
-0.4881301425310496,-0.1732981172186065,2
-1.4472292521963803,-0.3567895744991931,0
-2.047540693157172,-0.0413543039411642,0
-1.6838047228324478,-0.2077040775720989,0
-0.3820346365831138,-0.8009317742437331,2
-0.6248520386551158,-0.7181998665088841,2
-1.2875892237057465,-0.4391848486951411,0
-1.4152571038593142,-0.3817665564937539,0
-1.2203583291129647,-0.4288601575535259,0
-1.3054895520367409,-0.4377323953665329,0
-0.7742236666998984,-0.6450710383308509,0
-1.339163359950049,-0.38366467850955,0
-2.4099076321560395,-0.214800731477299,0
-2.414887176011242,0.2599658639003405,0
-2.414887176011242,0.2599658639003405,0
-2.414887176011242,0.2599658639003405,0
-2.414887176011242,0.2599658639003405,0
-0.8420375075181911,-0.4120664662107045,0
0.0647461155505703,-0.8914581135525446,2
-1.7274371192433462,-0.0643898013822164,0
-1.2164184447503097,-0.2934400578587128,0
-0.6562199653312958,-0.2269098582588756,0
-1.610922986835169,-0.1102748224211746,0
1.3101664896800915,-1.1833752126547563,2
-2.1032007715761307,-0.2269748552547307,0
0.6805964738020104,0.7150004496232046,2
1.098639709812414,0.0734529554108824,2
-0.2012451926331496,-0.6654572414627759,2
0.1400336935516582,0.1655036726085703,2
2.606122500648674,-0.7257218611238578,1
0.192488697401412,-0.8985688054684603,2
0.8709741746318796,-0.1009167032174428,2
0.8439238765574557,-0.6035977361900761,2
0.908057094346134,0.4457838024320883,2
1.1948012439714948,-0.1317921873241551,2
0.7440306686598772,-0.8417299965841165,2
2.546135866395279,-0.637416935537883,1
0.8581728656503841,-0.8392560374147672,2
0.593357848755437,0.6165383303801565,2
-2.8677872813743392,-0.0292679508839692,0
-2.1322990601669414,0.0911461261619569,0
-1.3365121116792056,-0.3903440737649356,0
0.2299503578897233,-0.5773061536584672,2
0.9026591577572366,-0.5237694284923103,2
0.4758764546723012,-1.1299977578308935,2
0.2846093529263847,-1.113832172723689,2
0.808812220481616,-0.7035343330412591,2
0.2610359901614017,-1.0872722256216705,2
2.083337654660116,-0.7995191161094319,2
-0.4971259557051541,-0.468259021938498,2
0.1561111501031909,-1.0963848777041358,2
-3.063146353849881,-0.1540293477476877,0
-2.1230726216367484,0.4463262461829876,0
-2.1230726216367484,0.4463262461829876,0
-2.1230726216367484,0.4463262461829876,0
2.572152418871162,17.058743473218502,1
1.2159697511276149,-1.713612316502369,2
-2.1230726216367484,0.4463262461829876,0
-2.1230726216367484,0.4463262461829876,0
-0.2899166665417311,-1.865907441302548,2
-0.2199385706914141,-0.8346065633004994,2
0.6477326156927761,-0.8964339249182985,2
-0.4664372051850489,-0.753832069377319,2
-0.1000404578550819,-0.393016880655973,2
-0.6722007238379071,-0.591832075467618,0
0.2701329957256789,-0.7412233363298426,2
0.4695141646284206,-0.6899534162995435,2
-0.3637760372808497,-0.7441684135199624,2
0.903939007700841,-0.7704912689538975,2
-0.8339640200605112,-0.3370044624216594,0
-1.1473609628443946,-0.4992710051835954,0
-0.0756015461342843,-0.8657546486806322,2
1.115823014720867,-0.5315920224256016,2
1.1713009204663345,-0.1102835223278418,2
1.3018257541050318,-0.3584625317085704,2
2.077481423246509,-0.2894343532875628,2
-0.0460567322875626,1.3763544925081417,2
0.5248997068893374,1.6843970547280265,2
1.7715612279418032,-0.2346923380875488,2
-1.287284725137914,-0.0434658632846778,0
-1.5124567420775972,-0.3052448247033914,0
-2.7821695978438177,-0.1900915297622182,0
0.1525001931348473,-0.2954078640438264,2
-0.8635972134033634,0.0318084703785759,0
-0.8302139957353558,0.0422924574567076,0
0.1710036559218139,0.0543774482159544,2
2.4267882806358427,-0.1944411518130293,1
0.5313116760236877,0.3960797946261876,2
-2.0049473313451225,0.4599305919507561,0
-0.5550923171498079,0.4826756088430526,0
0.6625915880170614,0.477037957176022,2
0.1901730688163667,0.4387608714606835,2
-0.2891977016378782,0.4898552083560468,2
-0.3657591167258124,0.5014684030359766,2
-1.7334551822392674,0.3637696085687442,0
-0.2374759849629855,0.7090713839206296,2
-0.5735229197976439,0.6968469595025015,0
-0.0308538390725326,0.5739131058369036,2
0.1701383174858221,1.877422629379902,2
-0.3025528342385588,-0.0197620862526966,2
0.3476109155384412,-0.1666976339784478,2
1.162536276733018,0.5399135489406769,2
0.4593564178954823,0.3874825024817795,2
-0.2675978163775503,0.3865835013454267,2
0.4468169840117131,-0.2579751893820932,2
0.3458278323941441,0.5583025586178356,2
0.3260923166324072,0.3687934737761765,2
0.6632750636183945,-0.3413040368571314,2
0.3684355826246988,-0.1044105933906152,2
1.898425731101184,0.6129985105319914,1
0.9433780204875,0.0879818260661295,2
-0.1263754511253723,0.0886077737643461,2
-0.9558122666643222,0.1204687028731678,0
-2.839886138251591,-0.018234644345698,0
-2.1930885298172056,0.4016122618433592,0
-2.1930885298172056,0.4016122618433592,0
0.5576795783436695,-0.0396784023374543,2
-2.193578151552733,0.401299576638187,0
-1.531427836117639,0.9625612128526196,0
-2.193578151552733,0.401299576638187,0
-1.8737311539639971,0.2755736962605267,0
-2.1930885298172056,0.4016122618433592,0
-2.1769717020833235,0.3947322525518197,0
-1.4686303038620767,0.1827417908238932,0
-0.4032980478299443,-0.2559018177424977,2
0.185462811789994,-0.1702560359486331,2
-2.183397719088,0.4011043927377832,0
-2.193578151552733,0.401299576638187,0
-2.193578151552733,0.401299576638187,0
-1.4088343734213111,0.0862263010570299,0
-2.18770998652873,0.3982620489437081,0
-0.52446009145729,-0.2027802267558819,2
-0.5277833333566525,-0.1826138840592913,2
-2.193578151552733,0.401299576638187,0
-2.193578151552733,0.401299576638187,0
-2.193578151552733,0.401299576638187,0
-2.193578151552733,0.401299576638187,0
-2.193578151552733,0.401299576638187,0
-2.193578151552733,0.401299576638187,0
-2.1829028520845117,0.3954968519312319,0
-2.1893369861826275,0.398703441310861,0
0.3755906301033659,2.939334560564398,2
-1.6274745521168157,0.1835414965118013,0
-1.0352322211966825,0.1567423762639006,0
-0.0708819115815869,-0.3610879994272534,2
-2.7328641720516944,-0.0298721581766683,0
-0.441246544029533,-0.2484695454853059,2
0.4184307703971233,-0.4048119421903968,2
0.2859472160344697,-0.2529165147320902,2
0.7589935812226626,-0.26565665605531,2
0.4637401058118674,-0.5856656040292676,2
0.5688840175398738,0.2166859639091896,2
1.0352229113389149,0.028569566280355,2
0.517869561318166,-0.5141671240976099,2
1.2974773240596396,0.3014937474324218,2
0.6930973185973109,-0.586436426958777,2
0.00138726295148,-0.5453428124336305,2
-3.063146353849881,-0.1540293477476877,0
-2.143636734528911,0.4331934675657541,0
-2.143636734528911,0.4331934675657541,0
-2.143636734528911,0.4331934675657541,0
-2.143636734528911,0.4331934675657541,0
-2.143636734528911,0.4331934675657541,0
-2.143636734528911,0.4331934675657541,0
-2.143636734528911,0.4331934675657541,0
-2.4285965846060167,0.251210678155518,0
-1.220952972064756,-0.1232333863896899,0
-1.1353448917506532,-0.155838257855738,0
-0.4306699847268703,-0.438771800378147,2
-0.8452093832378393,-0.2885241055858605,0
-0.1776199670338278,-0.5498766532691791,2
-1.0017962639874702,-0.2001247653117782,0
-1.3662594610708738,-0.012771403978185,0
-0.5000708958816694,-0.2592511515929712,2
0.3712088202477174,-0.3449315386357195,2
0.2264720029321332,-0.3524175771153893,2
-0.1804968031208238,-0.5393110607580023,2
-0.54479198239241,-0.4165604149893943,2
0.2162680968139652,-0.7113974729843936,2
0.052751383954175,-0.1946445855221575,2
-2.590718691403638,0.0026669727170303,0
-0.4431819850882216,-0.6277498073294819,2
-1.1788636048012444,-0.3252512315495054,0
-0.2138857776926837,-0.5351758019995201,2
0.4642322365512973,-1.0545372398532031,2
-0.0001532671633369,-0.1132705335010748,2
-0.4054787686898722,-0.6627659887059674,2
0.7406049108316322,-0.4498115247117586,2
-0.7555380968702552,-0.556543282435171,0
-0.3707031216894858,-0.698536552070404,2
-0.1852428905391661,-0.7721503873870817,2
0.440056755602981,-0.8802765047398756,2
-2.267831641257076,-0.2273230474668313,0
0.4004312332898058,-0.2325145591714293,2
0.6117833553422773,-0.0489157872714244,2
0.4556487794217139,-0.4265608322892029,2
0.5317166393057193,-0.1886181876766149,2
1.8089055820431503,-0.0569579522772493,2
2.2193693557984018,0.5945846402315569,1
0.7497245247099513,0.3160441867207533,2
0.5031767731911534,0.1557760172483635,2
0.6595163777937609,-0.3209197942775122,2
0.2128180298545881,-0.2855420402784454,2
0.7879985539653758,-0.079854930673014,2
2.9381800850508384,0.3689660570266064,1
1.7918701321375683,-0.1861315600466196,2
0.1163089970459504,-0.3168309859655129,2
-3.063146353849881,-0.1540293477476877,0
1.6225598268938748,-0.4723210157168459,2
-1.2333112350140814,-0.3575983035799305,0
-1.8031217075016843,-0.0552886176810913,0
0.4301533881375925,-0.3934746324054964,2
1.2701422995648464,-0.0627683381159147,2
1.3602714996953689,-0.1190893283720532,2
2.3709083920181304,0.0314726503193857,1
0.8866340010627681,0.0111648857919575,2
-0.9182937760994908,-0.4003055763561401,0
-0.623530275059864,0.2409394059518774,0
1.30443360907345,-0.1360758686620905,2
-1.8501893215986145,-0.0090809176381268,0
2.6382465991755737,0.8645768946533084,1
5.353856581805295,1.1149991272002815,1
2.120223050112448,0.375406184951297,1
1.7065523087384569,0.4647893960180312,2
2.3908353326972778,0.6273841261883085,1
2.8414766037882493,1.2074586967246348,1
0.05194590778712,0.32906387977919,2
-0.4546188086478346,-0.0327221702639864,2
3.216060755588088,1.7121641715482203,1
2.2036047641954637,0.8296628884586872,1
-0.9962039132181172,0.4607703637371573,0
0.2484189330658292,-0.7465811873695539,2
3.6245970146884647,-1.048837573453539,1
-2.330672237500482,0.3137477191899634,0
0.5312162894279367,-0.4968182911376246,2
1.1112268226222892,-1.1083820526994252,2
2.013712756557556,-1.4957003909297164,2
-0.7662370656259295,-0.3010031691762435,0
1.058897129512058,-1.164372754048622,2
1.7140075274637774,-1.480662937877404,2
-3.063146353849881,-0.1540293477476877,0
0.356485408557006,-0.507421950339622,2
1.4945586529852894,2.557874169395087,1
-1.2965091364343797,0.725139915577449,0
-2.0545255786628744,0.4901021749070994,0
-2.0545255786628744,0.4901021749070994,0
-2.0545255786628744,0.4901021749070994,0
-2.0545255786628744,0.4901021749070994,0
-2.0545255786628744,0.4901021749070994,0
-2.0545255786628744,0.4901021749070994,0
-2.4231017031038413,0.1037796579001562,0
-2.172034795189516,0.4150577256657649,0
-0.8779605066386524,0.4798261857589078,0
-2.172034795189516,0.4150577256657649,0
-2.172034795189516,0.4150577256657649,0
0.8914252647053585,-0.7047066141907349,2
-2.102948811898393,0.3903331172531021,0
-2.1710555517184607,0.4156830960761093,0
-2.172034795189516,0.4150577256657649,0
-2.940251298232435,-0.0755453612494589,0
0.8445106609915944,1.1546934495268812,2
-1.3884374086478128,0.1874541966844846,0
-1.680490396918192,0.7657186774265466,0
-2.1617527387434348,0.4216241149743817,0
2.9167150493348557,3.2159494508049398,1
2.7308873404664227,1.9321149707960472,1
3.350745502745802,2.341795144691118,1
-0.2891877342432475,0.962439254087759,2
-2.672359157362542,0.0882219489328811,0
2.210109686685252,0.7959032918487412,1
2.0429570077804007,-0.0655173358685247,2
0.8674958947321495,0.2568838784415764,2
1.638660644119251,-0.152760968674115,2
1.208988460532656,0.4359382858201512,2
3.5863464052617675,-0.7827987633494818,1
1.566419271387686,-0.5110712726360598,2
1.92255417992812,-0.5645727561584589,2
2.039195506901959,-0.5848277236635767,2
2.091214707850368,-0.1684892566469336,2
1.7348962136280923,-0.5866135720123051,2
0.9457741084250072,-0.761153013396733,2
1.6569589138994227,-0.1019918283098215,2
-0.7836907823238385,-0.0353167252117877,0
1.870974321322505,-0.4975380733197768,2
1.1405168594094317,-0.346582180805169,2
3.717886049643431,0.1399122614133525,1
3.1457034339526864,-0.3639982550581638,1
2.07974179122639,-0.627615016837752,2
2.5853952610457838,-0.5512011310177568,1
2.768605812854908,0.0397924852248896,1
2.4777091737120487,-0.263258610972135,1
1.1484750380271718,-0.8225624462552624,2
1.285470041054954,-0.7646092617551065,2
1.98063019603908,-0.3615255715788007,2
-0.2445193263723018,-0.1486843099025924,2
1.3299214240121595,0.3433160573304149,2
-2.243201942032738,0.3497607144560117,0
-1.6863759646935883,0.372725468003493,0
0.1373928037632714,0.4922836474461104,2
0.3610874259447135,0.6478245954598542,2
0.0107933646374112,0.1575281244287834,2
2.65350277086704,0.4028291849920714,1
1.359515532836117,1.003547770436712,2
0.4384582163317431,-0.2034547748903987,2
-2.007020626777017,0.2970171483729342,0
0.3818815701786298,0.5352721923799515,2
-2.643695263687515,-0.0227861520977247,0
4.777764043669113,-0.0870826606974503,1
6.464959105542325,0.4062184454203562,1
3.835626114418477,-0.5015253642737643,1
3.727493985128671,-0.3317763186581717,1
3.5918273709142383,-0.1681330639368526,1
3.746287484756024,-0.3818442882246705,1
1.910866316635421,-0.1728538667486583,2
1.6645852711215414,-0.0669203330430426,2
1.2815641605220751,-0.0249573678244969,2
3.3912772001662623,-0.2125492848737877,1
-2.5761032167429416,0.028490191543272,0
-2.363476893780836,0.2927978104434243,0
-2.363476893780836,0.2927978104434243,0
-2.363476893780836,0.2927978104434243,0
-2.363476893780836,0.2927978104434243,0
-2.363476893780836,0.2927978104434243,0
-1.6630633199306908,-0.0402525416411304,0
-0.6813781149591216,0.1900319473372226,0
1.4313692962111173,-0.2072180066421354,2
-0.5348676972653872,0.3722411653153779,0
-1.438369761730846,-0.1545478440774743,0
-1.8515737357530435,-0.0724138663932397,0
-3.063146353849881,-0.1540293477476877,0
3.168766360415408,0.2224727587777207,1
-0.6756339333436074,0.0611308801170914,0
1.443306082801067,-0.0269317157132116,2
3.893264041736257,0.2597235233710397,1
3.648659774180377,0.3691787293301446,1
2.026719646494348,0.0439430720133452,2
2.4388866226715,0.3354844708362483,1
1.9116436329335065,0.3748686341166328,2
-1.0361457036063964,0.1972383051595901,0
-0.9315176413020892,0.1598986465017725,0
2.1440402903737046,0.4913112875494277,1
-0.3851022921402204,0.5559108974969741,2
-1.1670465781871762,0.1185893014962658,0
-0.6811761196264878,-0.0712422924463106,0
-1.0532275421308692,0.0609661452558746,0
-0.8282543752201307,-0.0110590571541907,0
0.3706464640571764,0.0560441083317854,2
-1.1846513797469629,0.1208267478210096,0
-0.931302826576378,0.0273134861266523,0
-1.6768087548766462,0.0917581293938413,0
-0.5510804536719187,-0.0235848333486734,0
1.0769454145269697,-0.0637378341827602,2
0.3677745236885344,-0.3972678627839675,2
-0.7943700820920577,0.0695054308063859,0
-1.2430237167161051,0.2834360427112176,0
-1.306136187792164,0.0232494167337082,0
-1.65538152820573,0.1561116384207111,0
-1.577008518238074,0.3578359350284583,0
-1.7783978464233394,0.1909300817579858,0
-0.6406446147152276,-0.2327412104276748,0
-2.1533965774547776,0.3394160287353006,0
-2.6862578247696844,0.0540604704047185,0
4.0712301466547896,-0.7004426985369123,1
7.0255877225092265,-0.452110686464119,1
3.611340686892756,0.1047741430035293,1
4.765703608484429,-0.3543619731039746,1
1.2131895377807789,-0.5151394916791482,2
6.022757155120396,-0.7426151629973812,1
1.5776332691364396,-0.1678924767233789,2
5.875932060919458,-0.4851233958038244,1
3.5203883361654573,-0.2395688805156141,1
7.920182007368448,0.1767642737906258,1
1.264059125330825,-0.3433346054709748,2
-1.9924583362892063,-0.1657625880217883,0
